	0.00000000	0.00000000
	0.015073000	0.10941845
	0.030177000	0.43856064
	0.045025000	0.97600054
	0.060385000	1.7551614
	0.075745000	2.7593315
	0.090081000	3.8969979
	0.10646500	5.4302026
	0.12080100	6.9685398
	0.13513700	8.6790141
	0.15152100	10.830226
	0.16790500	13.166095
	0.18019300	15.018569
	0.19657700	17.598712
	0.21296100	20.264132
	0.22524900	22.294605
	0.24163300	25.001454
	0.26211300	28.325625
	0.27030500	29.610489
	0.28668900	32.094246
	0.30307300	34.412427
	0.31945700	36.521934
	0.33584100	38.380866
	0.35222500	39.948184
	0.36041700	40.615065
	0.37680100	41.668942
	0.39318500	42.329820
	0.40956900	42.556625
	0.42595300	42.307462
	0.44233700	41.539299
	0.45052900	40.941507
	0.46691300	39.311072
	0.48329700	37.047892
	0.49968100	34.104967
	0.51787300	30.009151
	0.52787300	27.329484
	0.54787300	21.141266
	0.55787300	17.644724
	0.57787300	9.8924531
	0.58787300	5.7299530
	0.60787300	-2.7427118
	0.61787300	-6.8822821
	0.63787300	-14.643909
	0.64787300	-18.150636
	0.66787300	-24.179262
	0.67787300	-26.671717
	0.69787300	-30.663345
	0.70787300	-32.166759
	0.72787300	-34.142284
	0.73787300	-34.625206
	0.75787300	-34.678201
	0.76787300	-34.259319
	0.78787300	-32.489804
	0.79787300	-31.151289
	0.81787300	-27.671927
	0.82787300	-25.549920
	0.84787300	-20.539344
	0.85787300	-17.690005
	0.87787300	-11.514617
	0.88787300	-8.2660928
	0.90787300	-1.6167919
	0.91787300	1.6804557
	0.93787300	7.9130217
	0.94787300	10.773977
	0.96787300	15.935083
	0.97787300	18.211924
	0.99787300	22.075007
	1.0078730	23.667122
	1.0278730	26.271420
	1.0378730	27.298435
	1.0578730	28.771949
	1.0678730	29.233606
	1.0878730	29.711067
	1.0978730	29.739616
	1.1178730	29.335297
	1.1278730	28.912037
	1.1478730	27.712332
	1.1578730	26.942218
	1.1778730	25.004175
	1.1878730	23.839400
	1.2078730	21.191723
	1.2178730	19.709292
	1.2378730	16.357156
	1.2478730	14.486698
	1.2678730	10.425526
	1.2778730	8.2361696
	1.2978730	3.4818467
	1.3078730	0.92565805
	1.3278730	-4.4400490
	1.3378730	-7.2296701
	1.3578730	-13.030431
	1.3678730	-16.014566
	1.3878730	-22.014177
	1.3978730	-25.005083
	1.4178730	-30.986001
	1.4278730	-33.959173
	1.4478730	-39.768875
	1.4578730	-42.595159
	1.4778730	-48.139181
	1.4878730	-50.850028
	1.5078730	-56.064613
	1.5178730	-58.562210
	1.5378730	-63.391036
	1.5478730	-65.715284
	1.5678730	-70.094947
	1.5778730	-72.141670
	1.5978730	-75.993658
	1.6078730	-77.788104
	1.6278730	-81.014995
	1.6378730	-82.434436
	1.6578730	-84.919373
	1.6678730	-85.969959
	1.6878730	-87.579155
	1.6978730	-88.121531
	1.7178730	-88.709380
	1.7278730	-88.737999
	1.7478730	-88.153130
	1.7578730	-87.522587
	1.7778730	-85.611201
	1.7878730	-84.312575
	1.8078730	-80.913054
	1.8178730	-78.791206
	1.8378730	-73.711198
	1.8478730	-70.723116
	1.8678730	-63.685673
	1.8778730	-59.585736
	1.8978730	-50.122121
	1.9078730	-44.667736
	1.9278730	-31.962926
	1.9378730	-24.603281
	1.9578730	-7.9809046
	1.9678730	0.92920570
	1.9878730	18.300495
	1.9978730	26.189227
	2.0178730	39.883318
	2.0278730	45.758544
	2.0478730	55.923683
	2.0578730	60.316349
	2.0778730	67.849177
	2.0878730	71.047340
	2.1078730	76.484484
	2.1178730	78.756347
	2.1378730	82.402903
	2.1478730	83.799275
	2.1678730	85.854985
	2.1778730	86.531893
	2.1978730	87.156900
	2.2078730	87.121564
	2.2278730	86.465435
	2.2378730	85.860985
	2.2578730	84.070477
	2.2678730	82.900093
	2.2878730	80.115661
	2.2978730	78.515733
	2.3178730	74.863895
	2.3278730	72.823731
	2.3478730	68.409855
	2.3578730	66.045014
	2.3778730	60.948901
	2.3878730	58.223585
	2.4078730	52.499271
	2.4178730	49.504007
	2.4378730	43.186537
	2.4478730	39.868113
	2.4678730	32.995246
	2.4778730	29.450365
	2.4978730	22.115447
	2.5078730	18.351312
	2.5278730	10.792787
	2.5378730	7.0468694
	2.5578730	-0.31307939
	2.5678730	-3.8762753
	2.5878730	-10.601879
	2.5978730	-13.740343
	2.6178730	-19.613660
	2.6278730	-22.349593
	2.6478730	-27.368720
	2.6578730	-29.661794
	2.6778730	-33.909440
	2.6878730	-35.873190
	2.7078730	-39.430122
	2.7178730	-41.028786
	2.7378730	-43.944132
	2.7478730	-45.262187
	2.7678730	-47.548494
	2.7778730	-48.514269
	2.7978730	-50.149441
	2.8078730	-50.812807
	2.8278730	-51.742656
	2.8378730	-51.999700
	2.8578730	-52.139209
	2.8678730	-52.008737
	2.8878730	-51.241167
	2.8978730	-50.587182
	2.9178730	-48.759882
	2.9278730	-47.564733
	2.9478730	-44.480075
	2.9578730	-42.562161
	2.9778730	-37.963621
	2.9878730	-35.247083
	3.0000000	-31.430348
