	0.65787300	42.062420	0.14932510	-0.64458923	-50.320999	0.54703366	1.0728957
	0.66787300	42.146104	0.14279248	-0.65449886	-50.004453	0.55791456	1.0902244
	0.67787300	42.226018	0.13616356	-0.66382903	-49.681624	0.56896660	1.1069195
	0.68787300	42.302106	0.12943610	-0.67396609	-49.352411	0.58019567	1.1250757
	0.69787300	42.374308	0.12260103	-0.68468314	-49.016709	0.59161786	1.1443467
	0.70787300	42.442564	0.11565986	-0.69529840	-48.674407	0.60323368	1.1637520
	0.71787300	42.506809	0.10860213	-0.70715905	-48.325389	0.61506162	1.1853003
	0.72787300	42.566976	0.10142644	-0.71881983	-47.969531	0.62710683	1.2068612
	0.73787300	42.622996	0.094125824	-0.73155924	-47.606706	0.63938297	1.2303610
	0.74787300	42.674796	0.086693411	-0.74467882	-47.236777	0.65190373	1.2547705
	0.75787300	42.722298	0.079125365	-0.75836720	-46.859601	0.66467853	1.2804048
	0.76787300	42.765422	0.071411560	-0.77304560	-46.475028	0.67772637	1.3079045
	0.77787300	42.804083	0.063547619	-0.78806482	-46.082897	0.69105795	1.3363368
	0.78787300	42.838193	0.055523536	-0.80427459	-45.683040	0.70469268	1.3669937
	0.79787300	42.867657	0.047331501	-0.82106948	-45.275280	0.71864697	1.3990036
	0.80787300	42.892377	0.038962729	-0.83891914	-44.859428	0.73293907	1.4331062
	0.81787300	42.912247	0.030405843	-0.85781737	-44.435283	0.74759144	1.4693250
	0.82787300	42.927158	0.021651734	-0.87765238	-44.002634	0.76262360	1.5075421
	0.83787300	42.936993	0.012687010	-0.89889153	-43.561256	0.77806195	1.5484973
	0.84787300	42.941628	0.0034999758	-0.92121427	-43.110908	0.79393082	1.5917676
	0.85787300	42.940931	-0.0059237362	-0.94509605	-42.651337	0.81025917	1.6381209
	0.86787300	42.934763	-0.015599597	-0.97044912	-42.182269	0.82707822	1.6874897
	0.87787300	42.922973	-0.025543537	-0.99746517	-41.703414	0.84442060	1.7402367
	0.88787300	42.905404	-0.035774750	-1.0264098	-41.214461	0.86232463	1.7968371
	0.89787300	42.881884	-0.046312435	-1.0572672	-40.715078	0.88082955	1.8573625
	0.90787300	42.852232	-0.057179303	-1.0904715	-40.204906	0.89998088	1.9225645
	0.91787300	42.816253	-0.068399547	-1.1260642	-39.683562	0.91982751	1.9926238
	0.92787300	42.773735	-0.080000102	-1.1644299	-39.150631	0.94042378	2.0682510
	0.93787300	42.724453	-0.092011420	-1.2058475	-38.605666	0.96183077	2.1500152
	0.94787300	42.668161	-0.10446652	-1.2506132	-38.048184	0.98411519	2.2385377
	0.95787300	42.604595	-0.11740336	-1.2992367	-37.477660	1.0073531	2.3347824
	0.96787300	42.533466	-0.13086372	-1.3520636	-36.893523	1.0316285	2.4395029
	0.97787300	42.454460	-0.14489515	-1.4097418	-36.295152	1.0570370	2.5539414
	0.98787300	42.367236	-0.15955141	-1.4728434	-35.681867	1.0836863	2.6792741
	0.99787300	42.271417	-0.17489333	-1.5421317	-35.052920	1.1116987	2.8170202
	1.0000000	42.248455	-0.17893578	-1.9498288	-34.914421	1.1192069	3.6280159
